,student_id,kc_id,probe_id,kc_appearance_count,answer
1234,student_24,kc_2,kc_2_probe_2,4,1
1235,student_24,kc_2,kc_2_probe_0,5,0
1236,student_24,kc_2,kc_2_probe_1,6,1
1237,student_24,kc_3,kc_3_probe_2,0,0
1238,student_24,kc_3,kc_3_probe_2,1,0
1239,student_24,kc_3,kc_3_probe_2,2,0
1240,student_24,kc_3,kc_3_probe_1,3,1
1241,student_24,kc_3,kc_3_probe_2,4,0
1242,student_24,kc_3,kc_3_probe_0,5,1
1243,student_24,kc_3,kc_3_probe_2,6,1
1244,student_24,kc_4,kc_4_probe_2,0,0
1245,student_24,kc_4,kc_4_probe_1,1,0
1246,student_24,kc_4,kc_4_probe_2,2,1
1247,student_24,kc_4,kc_4_probe_0,3,1
1248,student_24,kc_4,kc_4_probe_1,4,1
1249,student_24,kc_5,kc_5_probe_1,0,0
1250,student_24,kc_5,kc_5_probe_2,1,0
1251,student_24,kc_5,kc_5_probe_0,2,0
1252,student_24,kc_5,kc_5_probe_1,3,1
1253,student_24,kc_5,kc_5_probe_1,4,0
1254,student_24,kc_5,kc_5_probe_2,5,0
1255,student_24,kc_5,kc_5_probe_2,6,1
1256,student_24,kc_5,kc_5_probe_2,7,0
1257,student_24,kc_5,kc_5_probe_0,8,0
1258,student_24,kc_5,kc_5_probe_0,9,1
1259,student_24,kc_6,kc_6_probe_0,0,0
1260,student_24,kc_6,kc_6_probe_1,1,1
1261,student_24,kc_6,kc_6_probe_0,2,1
1262,student_24,kc_6,kc_6_probe_2,3,1
1263,student_24,kc_7,kc_7_probe_1,0,0
1264,student_24,kc_7,kc_7_probe_0,1,1
1265,student_24,kc_7,kc_7_probe_1,2,1
1266,student_24,kc_7,kc_7_probe_1,3,1
1267,student_24,kc_8,kc_8_probe_1,0,0
1268,student_24,kc_8,kc_8_probe_1,1,1
1269,student_24,kc_8,kc_8_probe_1,2,1
1270,student_24,kc_8,kc_8_probe_1,3,1
1271,student_24,kc_9,kc_9_probe_1,0,0
1272,student_24,kc_9,kc_9_probe_1,1,1
1273,student_24,kc_9,kc_9_probe_2,2,1
1274,student_24,kc_9,kc_9_probe_0,3,1
1275,student_25,kc_0,kc_0_probe_1,0,1
1276,student_25,kc_0,kc_0_probe_2,1,0
1277,student_25,kc_0,kc_0_probe_2,2,1
1278,student_25,kc_0,kc_0_probe_2,3,1
1279,student_25,kc_1,kc_1_probe_1,0,1
1280,student_25,kc_1,kc_1_probe_2,1,0
1281,student_25,kc_1,kc_1_probe_1,2,0
1282,student_25,kc_1,kc_1_probe_2,3,0
1283,student_25,kc_1,kc_1_probe_1,4,0
1284,student_25,kc_1,kc_1_probe_2,5,0
1285,student_25,kc_1,kc_1_probe_1,6,0
1286,student_25,kc_1,kc_1_probe_1,7,1
1287,student_25,kc_1,kc_1_probe_1,8,0
1288,student_25,kc_1,kc_1_probe_2,9,1
1289,student_25,kc_2,kc_2_probe_2,0,1
1290,student_25,kc_2,kc_2_probe_0,1,1
1291,student_25,kc_2,kc_2_probe_1,2,0
1292,student_25,kc_2,kc_2_probe_0,3,1
1293,student_25,kc_3,kc_3_probe_1,0,1
1294,student_25,kc_3,kc_3_probe_1,1,0
1295,student_25,kc_3,kc_3_probe_2,2,1
1296,student_25,kc_3,kc_3_probe_0,3,1
1297,student_25,kc_4,kc_4_probe_0,0,0
1298,student_25,kc_4,kc_4_probe_1,1,1
1299,student_25,kc_4,kc_4_probe_0,2,1
1300,student_25,kc_4,kc_4_probe_1,3,1
1301,student_25,kc_5,kc_5_probe_0,0,0
1302,student_25,kc_5,kc_5_probe_0,1,1
1303,student_25,kc_5,kc_5_probe_1,2,0
1304,student_25,kc_5,kc_5_probe_2,3,0
1305,student_25,kc_5,kc_5_probe_0,4,0
1306,student_25,kc_5,kc_5_probe_1,5,0
1307,student_25,kc_5,kc_5_probe_0,6,0
1308,student_25,kc_5,kc_5_probe_0,7,0
1309,student_25,kc_5,kc_5_probe_0,8,0
1310,student_25,kc_5,kc_5_probe_1,9,0
1311,student_25,kc_5,kc_5_probe_2,10,0
1312,student_25,kc_5,kc_5_probe_2,11,0
1313,student_25,kc_5,kc_5_probe_2,12,0
1314,student_25,kc_5,kc_5_probe_1,13,0
1315,student_25,kc_5,kc_5_probe_2,14,1
1316,student_25,kc_5,kc_5_probe_2,15,0
1317,student_25,kc_5,kc_5_probe_0,16,0
1318,student_25,kc_5,kc_5_probe_0,17,0
1319,student_25,kc_5,kc_5_probe_1,18,0
1320,student_25,kc_5,kc_5_probe_2,19,1
1321,student_25,kc_6,kc_6_probe_0,0,0
1322,student_25,kc_6,kc_6_probe_0,1,1
1323,student_25,kc_6,kc_6_probe_0,2,1
1324,student_25,kc_6,kc_6_probe_1,3,1
1325,student_25,kc_7,kc_7_probe_0,0,0
1326,student_25,kc_7,kc_7_probe_2,1,0
1327,student_25,kc_7,kc_7_probe_2,2,1
1328,student_25,kc_7,kc_7_probe_0,3,0
1329,student_25,kc_7,kc_7_probe_0,4,0
1330,student_25,kc_7,kc_7_probe_0,5,1
1331,student_25,kc_7,kc_7_probe_1,6,1
1332,student_25,kc_8,kc_8_probe_1,0,1
1333,student_25,kc_8,kc_8_probe_1,1,1
1334,student_25,kc_8,kc_8_probe_0,2,1
1335,student_25,kc_9,kc_9_probe_1,0,0
1336,student_25,kc_9,kc_9_probe_2,1,0
1337,student_25,kc_9,kc_9_probe_0,2,1
1338,student_25,kc_9,kc_9_probe_1,3,1
1339,student_25,kc_9,kc_9_probe_1,4,1
1340,student_26,kc_0,kc_0_probe_1,0,1
1341,student_26,kc_0,kc_0_probe_0,1,1
1342,student_26,kc_0,kc_0_probe_0,2,1
1343,student_26,kc_1,kc_1_probe_0,0,1
1344,student_26,kc_1,kc_1_probe_2,1,1
1345,student_26,kc_1,kc_1_probe_1,2,1
1346,student_26,kc_2,kc_2_probe_1,0,0
1347,student_26,kc_2,kc_2_probe_2,1,0
1348,student_26,kc_2,kc_2_probe_0,2,0
1349,student_26,kc_2,kc_2_probe_0,3,1
1350,student_26,kc_2,kc_2_probe_0,4,1
1351,student_26,kc_2,kc_2_probe_0,5,1
1352,student_26,kc_3,kc_3_probe_2,0,0
1353,student_26,kc_3,kc_3_probe_2,1,0
1354,student_26,kc_3,kc_3_probe_1,2,1
1355,student_26,kc_3,kc_3_probe_1,3,0
1356,student_26,kc_3,kc_3_probe_1,4,0
1357,student_26,kc_3,kc_3_probe_1,5,0
1358,student_26,kc_3,kc_3_probe_2,6,0
1359,student_26,kc_3,kc_3_probe_1,7,0
1360,student_26,kc_3,kc_3_probe_0,8,1
1361,student_26,kc_3,kc_3_probe_0,9,1
1362,student_26,kc_4,kc_4_probe_0,0,1
1363,student_26,kc_4,kc_4_probe_2,1,1
1364,student_26,kc_4,kc_4_probe_0,2,1
1365,student_26,kc_5,kc_5_probe_2,0,0
1366,student_26,kc_5,kc_5_probe_0,1,1
1367,student_26,kc_5,kc_5_probe_0,2,0
1368,student_26,kc_5,kc_5_probe_1,3,0
1369,student_26,kc_5,kc_5_probe_0,4,0
1370,student_26,kc_5,kc_5_probe_1,5,0
1371,student_26,kc_5,kc_5_probe_0,6,1
1372,student_26,kc_5,kc_5_probe_1,7,0
1373,student_26,kc_5,kc_5_probe_0,8,0
1374,student_26,kc_5,kc_5_probe_1,9,0
1375,student_26,kc_5,kc_5_probe_0,10,1
1376,student_26,kc_6,kc_6_probe_2,0,0
1377,student_26,kc_6,kc_6_probe_1,1,1
1378,student_26,kc_6,kc_6_probe_0,2,1
1379,student_26,kc_6,kc_6_probe_1,3,1
1380,student_26,kc_7,kc_7_probe_2,0,0
1381,student_26,kc_7,kc_7_probe_2,1,1
1382,student_26,kc_7,kc_7_probe_1,2,0
1383,student_26,kc_7,kc_7_probe_0,3,1
1384,student_26,kc_7,kc_7_probe_2,4,1
1385,student_26,kc_8,kc_8_probe_2,0,1
1386,student_26,kc_8,kc_8_probe_0,1,1
1387,student_26,kc_8,kc_8_probe_1,2,1
1388,student_26,kc_9,kc_9_probe_1,0,0
1389,student_26,kc_9,kc_9_probe_0,1,1
1390,student_26,kc_9,kc_9_probe_2,2,1
1391,student_26,kc_9,kc_9_probe_1,3,1
1392,student_27,kc_0,kc_0_probe_1,0,0
1393,student_27,kc_0,kc_0_probe_2,1,1
1394,student_27,kc_0,kc_0_probe_1,2,1
1395,student_27,kc_0,kc_0_probe_2,3,1
1396,student_27,kc_1,kc_1_probe_2,0,0
1397,student_27,kc_1,kc_1_probe_2,1,0
1398,student_27,kc_1,kc_1_probe_0,2,0
1399,student_27,kc_1,kc_1_probe_1,3,0
1400,student_27,kc_1,kc_1_probe_0,4,1
1401,student_27,kc_1,kc_1_probe_2,5,1
1402,student_27,kc_1,kc_1_probe_1,6,1
1403,student_27,kc_2,kc_2_probe_2,0,0
1404,student_27,kc_2,kc_2_probe_1,1,0
1405,student_27,kc_2,kc_2_probe_0,2,0
1406,student_27,kc_2,kc_2_probe_0,3,1
1407,student_27,kc_2,kc_2_probe_0,4,0
1408,student_27,kc_2,kc_2_probe_1,5,1
1409,student_27,kc_2,kc_2_probe_2,6,1
1410,student_27,kc_3,kc_3_probe_2,0,0
1411,student_27,kc_3,kc_3_probe_1,1,1
1412,student_27,kc_3,kc_3_probe_1,2,1
1413,student_27,kc_3,kc_3_probe_1,3,1
1414,student_27,kc_4,kc_4_probe_0,0,1
1415,student_27,kc_4,kc_4_probe_2,1,1
1416,student_27,kc_4,kc_4_probe_1,2,0
1417,student_27,kc_4,kc_4_probe_2,3,1
1418,student_27,kc_5,kc_5_probe_0,0,1
1419,student_27,kc_5,kc_5_probe_1,1,0
1420,student_27,kc_5,kc_5_probe_0,2,1
1421,student_27,kc_5,kc_5_probe_0,3,1
1422,student_27,kc_6,kc_6_probe_1,0,0
1423,student_27,kc_6,kc_6_probe_0,1,0
1424,student_27,kc_6,kc_6_probe_2,2,0
1425,student_27,kc_6,kc_6_probe_1,3,1
1426,student_27,kc_6,kc_6_probe_2,4,1
1427,student_27,kc_6,kc_6_probe_2,5,1
1428,student_27,kc_7,kc_7_probe_0,0,0
1429,student_27,kc_7,kc_7_probe_0,1,1
1430,student_27,kc_7,kc_7_probe_0,2,1
1431,student_27,kc_7,kc_7_probe_1,3,1
1432,student_27,kc_8,kc_8_probe_0,0,1
1433,student_27,kc_8,kc_8_probe_0,1,0
1434,student_27,kc_8,kc_8_probe_2,2,1
1435,student_27,kc_8,kc_8_probe_0,3,0
1436,student_27,kc_8,kc_8_probe_1,4,0
1437,student_27,kc_8,kc_8_probe_0,5,1
1438,student_27,kc_9,kc_9_probe_0,0,0
1439,student_27,kc_9,kc_9_probe_0,1,0
1440,student_27,kc_9,kc_9_probe_0,2,1
1441,student_27,kc_9,kc_9_probe_1,3,1
1442,student_27,kc_9,kc_9_probe_1,4,1
1443,student_28,kc_0,kc_0_probe_2,0,0
1444,student_28,kc_0,kc_0_probe_2,1,0
1445,student_28,kc_0,kc_0_probe_2,2,1
1446,student_28,kc_0,kc_0_probe_1,3,1
1447,student_28,kc_0,kc_0_probe_2,4,1
1448,student_28,kc_1,kc_1_probe_1,0,1
1449,student_28,kc_1,kc_1_probe_1,1,1
1450,student_28,kc_1,kc_1_probe_1,2,1
1451,student_28,kc_2,kc_2_probe_1,0,1
1452,student_28,kc_2,kc_2_probe_1,1,0
1453,student_28,kc_2,kc_2_probe_1,2,1
1454,student_28,kc_2,kc_2_probe_0,3,1
1455,student_28,kc_3,kc_3_probe_2,0,0
1456,student_28,kc_3,kc_3_probe_1,1,1
1457,student_28,kc_3,kc_3_probe_0,2,0
1458,student_28,kc_3,kc_3_probe_2,3,1
1459,student_28,kc_3,kc_3_probe_0,4,1
1460,student_28,kc_4,kc_4_probe_1,0,0
1461,student_28,kc_4,kc_4_probe_0,1,1
1462,student_28,kc_4,kc_4_probe_2,2,1
1463,student_28,kc_4,kc_4_probe_1,3,1
1464,student_28,kc_5,kc_5_probe_1,0,0
1465,student_28,kc_5,kc_5_probe_1,1,0
1466,student_28,kc_5,kc_5_probe_2,2,1
1467,student_28,kc_5,kc_5_probe_2,3,1
1468,student_28,kc_5,kc_5_probe_2,4,1
1469,student_28,kc_6,kc_6_probe_1,0,0
1470,student_28,kc_6,kc_6_probe_1,1,1
1471,student_28,kc_6,kc_6_probe_0,2,1
1472,student_28,kc_6,kc_6_probe_2,3,0
1473,student_28,kc_6,kc_6_probe_1,4,1
1474,student_28,kc_7,kc_7_probe_1,0,0
1475,student_28,kc_7,kc_7_probe_0,1,0
1476,student_28,kc_7,kc_7_probe_1,2,1
1477,student_28,kc_7,kc_7_probe_0,3,1
1478,student_28,kc_7,kc_7_probe_2,4,1
1479,student_28,kc_8,kc_8_probe_2,0,0
1480,student_28,kc_8,kc_8_probe_0,1,1
1481,student_28,kc_8,kc_8_probe_1,2,1
1482,student_28,kc_8,kc_8_probe_1,3,1
1483,student_28,kc_9,kc_9_probe_2,0,0
1484,student_28,kc_9,kc_9_probe_0,1,0
1485,student_28,kc_9,kc_9_probe_0,2,0
1486,student_28,kc_9,kc_9_probe_1,3,1
1487,student_28,kc_9,kc_9_probe_2,4,1
1488,student_28,kc_9,kc_9_probe_1,5,1
1489,student_29,kc_0,kc_0_probe_1,0,0
1490,student_29,kc_0,kc_0_probe_1,1,0
1491,student_29,kc_0,kc_0_probe_2,2,0
1492,student_29,kc_0,kc_0_probe_1,3,0
1493,student_29,kc_0,kc_0_probe_2,4,1
1494,student_29,kc_0,kc_0_probe_0,5,1
1495,student_29,kc_0,kc_0_probe_2,6,1
1496,student_29,kc_1,kc_1_probe_0,0,1
1497,student_29,kc_1,kc_1_probe_0,1,1
1498,student_29,kc_1,kc_1_probe_0,2,1
1499,student_29,kc_2,kc_2_probe_0,0,0
1500,student_29,kc_2,kc_2_probe_2,1,0
1501,student_29,kc_2,kc_2_probe_2,2,0
1502,student_29,kc_2,kc_2_probe_2,3,0
1503,student_29,kc_2,kc_2_probe_1,4,1
1504,student_29,kc_2,kc_2_probe_1,5,1
1505,student_29,kc_2,kc_2_probe_1,6,1
1506,student_29,kc_3,kc_3_probe_1,0,0
1507,student_29,kc_3,kc_3_probe_2,1,1
1508,student_29,kc_3,kc_3_probe_2,2,1
1509,student_29,kc_3,kc_3_probe_1,3,1
1510,student_29,kc_4,kc_4_probe_2,0,1
1511,student_29,kc_4,kc_4_probe_0,1,1
1512,student_29,kc_4,kc_4_probe_0,2,1
1513,student_29,kc_5,kc_5_probe_2,0,1
1514,student_29,kc_5,kc_5_probe_2,1,0
1515,student_29,kc_5,kc_5_probe_0,2,1
1516,student_29,kc_5,kc_5_probe_1,3,1
1517,student_29,kc_6,kc_6_probe_0,0,1
1518,student_29,kc_6,kc_6_probe_1,1,1
1519,student_29,kc_6,kc_6_probe_1,2,1
1520,student_29,kc_7,kc_7_probe_0,0,0
1521,student_29,kc_7,kc_7_probe_1,1,1
1522,student_29,kc_7,kc_7_probe_2,2,1
1523,student_29,kc_7,kc_7_probe_2,3,0
1524,student_29,kc_7,kc_7_probe_2,4,1
1525,student_29,kc_8,kc_8_probe_2,0,0
1526,student_29,kc_8,kc_8_probe_0,1,1
1527,student_29,kc_8,kc_8_probe_2,2,0
1528,student_29,kc_8,kc_8_probe_2,3,0
1529,student_29,kc_8,kc_8_probe_0,4,1
1530,student_29,kc_8,kc_8_probe_2,5,1
1531,student_29,kc_9,kc_9_probe_1,0,1
1532,student_29,kc_9,kc_9_probe_1,1,1
1533,student_29,kc_9,kc_9_probe_2,2,1
1534,student_30,kc_0,kc_0_probe_0,0,1
1535,student_30,kc_0,kc_0_probe_0,1,0
1536,student_30,kc_0,kc_0_probe_1,2,1
1537,student_30,kc_0,kc_0_probe_0,3,0
1538,student_30,kc_0,kc_0_probe_1,4,1
1539,student_30,kc_1,kc_1_probe_1,0,1
1540,student_30,kc_1,kc_1_probe_1,1,1
1541,student_30,kc_1,kc_1_probe_0,2,1
1542,student_30,kc_2,kc_2_probe_2,0,1
1543,student_30,kc_2,kc_2_probe_0,1,1
1544,student_30,kc_2,kc_2_probe_2,2,1
1545,student_30,kc_3,kc_3_probe_1,0,0
1546,student_30,kc_3,kc_3_probe_2,1,0
1547,student_30,kc_3,kc_3_probe_2,2,0
1548,student_30,kc_3,kc_3_probe_0,3,0
1549,student_30,kc_3,kc_3_probe_2,4,0
1550,student_30,kc_3,kc_3_probe_0,5,0
1551,student_30,kc_3,kc_3_probe_1,6,1
1552,student_30,kc_3,kc_3_probe_1,7,0
1553,student_30,kc_3,kc_3_probe_1,8,0
1554,student_30,kc_3,kc_3_probe_0,9,1
1555,student_30,kc_3,kc_3_probe_2,10,1
1556,student_30,kc_4,kc_4_probe_0,0,0
1557,student_30,kc_4,kc_4_probe_1,1,0
1558,student_30,kc_4,kc_4_probe_2,2,0
1559,student_30,kc_4,kc_4_probe_2,3,1
1560,student_30,kc_4,kc_4_probe_2,4,1
1561,student_30,kc_4,kc_4_probe_1,5,1
1562,student_30,kc_5,kc_5_probe_1,0,1
1563,student_30,kc_5,kc_5_probe_1,1,1
1564,student_30,kc_5,kc_5_probe_2,2,1
1565,student_30,kc_6,kc_6_probe_0,0,0
1566,student_30,kc_6,kc_6_probe_2,1,0
1567,student_30,kc_6,kc_6_probe_1,2,1
1568,student_30,kc_6,kc_6_probe_0,3,1
1569,student_30,kc_6,kc_6_probe_2,4,1
1570,student_30,kc_7,kc_7_probe_0,0,0
1571,student_30,kc_7,kc_7_probe_0,1,1
1572,student_30,kc_7,kc_7_probe_1,2,0
1573,student_30,kc_7,kc_7_probe_0,3,1
1574,student_30,kc_7,kc_7_probe_0,4,1
1575,student_30,kc_8,kc_8_probe_1,0,0
1576,student_30,kc_8,kc_8_probe_1,1,0
1577,student_30,kc_8,kc_8_probe_0,2,0
1578,student_30,kc_8,kc_8_probe_0,3,0
1579,student_30,kc_8,kc_8_probe_1,4,0
1580,student_30,kc_8,kc_8_probe_2,5,1
1581,student_30,kc_8,kc_8_probe_1,6,0
1582,student_30,kc_8,kc_8_probe_2,7,1
1583,student_30,kc_8,kc_8_probe_1,8,1
1584,student_30,kc_9,kc_9_probe_2,0,0
1585,student_30,kc_9,kc_9_probe_1,1,1
1586,student_30,kc_9,kc_9_probe_1,2,0
1587,student_30,kc_9,kc_9_probe_0,3,0
1588,student_30,kc_9,kc_9_probe_0,4,1
1589,student_30,kc_9,kc_9_probe_1,5,1
1590,student_31,kc_0,kc_0_probe_0,0,0
1591,student_31,kc_0,kc_0_probe_0,1,1
1592,student_31,kc_0,kc_0_probe_2,2,0
1593,student_31,kc_0,kc_0_probe_0,3,1
1594,student_31,kc_0,kc_0_probe_0,4,1
1595,student_31,kc_1,kc_1_probe_1,0,1
1596,student_31,kc_1,kc_1_probe_0,1,1
1597,student_31,kc_1,kc_1_probe_1,2,1
1598,student_31,kc_2,kc_2_probe_1,0,0
1599,student_31,kc_2,kc_2_probe_2,1,1
1600,student_31,kc_2,kc_2_probe_0,2,1
1601,student_31,kc_2,kc_2_probe_1,3,1
1602,student_31,kc_3,kc_3_probe_2,0,0
1603,student_31,kc_3,kc_3_probe_2,1,0
1604,student_31,kc_3,kc_3_probe_1,2,0
1605,student_31,kc_3,kc_3_probe_2,3,1
1606,student_31,kc_3,kc_3_probe_0,4,1
1607,student_31,kc_3,kc_3_probe_2,5,1
1608,student_31,kc_4,kc_4_probe_2,0,0
1609,student_31,kc_4,kc_4_probe_0,1,0
1610,student_31,kc_4,kc_4_probe_2,2,1
1611,student_31,kc_4,kc_4_probe_0,3,1
1612,student_31,kc_4,kc_4_probe_0,4,1
1613,student_31,kc_5,kc_5_probe_0,0,1
1614,student_31,kc_5,kc_5_probe_2,1,0
1615,student_31,kc_5,kc_5_probe_2,2,1
1616,student_31,kc_5,kc_5_probe_1,3,1
1617,student_31,kc_6,kc_6_probe_1,0,1
1618,student_31,kc_6,kc_6_probe_2,1,1
1619,student_31,kc_6,kc_6_probe_1,2,0
1620,student_31,kc_6,kc_6_probe_1,3,1
1621,student_31,kc_7,kc_7_probe_2,0,0
1622,student_31,kc_7,kc_7_probe_2,1,0
1623,student_31,kc_7,kc_7_probe_2,2,0
1624,student_31,kc_7,kc_7_probe_0,3,1
1625,student_31,kc_7,kc_7_probe_1,4,1
1626,student_31,kc_7,kc_7_probe_1,5,1
1627,student_31,kc_8,kc_8_probe_2,0,0
1628,student_31,kc_8,kc_8_probe_0,1,0
1629,student_31,kc_8,kc_8_probe_2,2,0
1630,student_31,kc_8,kc_8_probe_2,3,1
1631,student_31,kc_8,kc_8_probe_2,4,1
1632,student_31,kc_8,kc_8_probe_1,5,1
1633,student_31,kc_9,kc_9_probe_0,0,0
1634,student_31,kc_9,kc_9_probe_2,1,0
1635,student_31,kc_9,kc_9_probe_0,2,1
1636,student_31,kc_9,kc_9_probe_1,3,1
1637,student_31,kc_9,kc_9_probe_0,4,1
1638,student_32,kc_0,kc_0_probe_0,0,0
1639,student_32,kc_0,kc_0_probe_1,1,1
1640,student_32,kc_0,kc_0_probe_1,2,1
1641,student_32,kc_0,kc_0_probe_0,3,1
1642,student_32,kc_1,kc_1_probe_1,0,1
1643,student_32,kc_1,kc_1_probe_2,1,1
1644,student_32,kc_1,kc_1_probe_0,2,1
1645,student_32,kc_2,kc_2_probe_2,0,0
1646,student_32,kc_2,kc_2_probe_0,1,1
1647,student_32,kc_2,kc_2_probe_1,2,0
1648,student_32,kc_2,kc_2_probe_0,3,1
1649,student_32,kc_2,kc_2_probe_1,4,1
1650,student_32,kc_3,kc_3_probe_2,0,0
1651,student_32,kc_3,kc_3_probe_1,1,1
1652,student_32,kc_3,kc_3_probe_1,2,1
1653,student_32,kc_3,kc_3_probe_2,3,1
1654,student_32,kc_4,kc_4_probe_2,0,0
1655,student_32,kc_4,kc_4_probe_1,1,0
1656,student_32,kc_4,kc_4_probe_1,2,0
1657,student_32,kc_4,kc_4_probe_0,3,1
1658,student_32,kc_4,kc_4_probe_2,4,1
1659,student_32,kc_4,kc_4_probe_2,5,1
1660,student_32,kc_5,kc_5_probe_0,0,1
1661,student_32,kc_5,kc_5_probe_2,1,1
1662,student_32,kc_5,kc_5_probe_2,2,1
1663,student_32,kc_6,kc_6_probe_2,0,0
1664,student_32,kc_6,kc_6_probe_1,1,1
1665,student_32,kc_6,kc_6_probe_1,2,1
1666,student_32,kc_6,kc_6_probe_0,3,1
1667,student_32,kc_7,kc_7_probe_0,0,1
1668,student_32,kc_7,kc_7_probe_1,1,1
1669,student_32,kc_7,kc_7_probe_2,2,1
1670,student_32,kc_8,kc_8_probe_1,0,0
1671,student_32,kc_8,kc_8_probe_0,1,0
1672,student_32,kc_8,kc_8_probe_2,2,0
1673,student_32,kc_8,kc_8_probe_2,3,1
1674,student_32,kc_8,kc_8_probe_2,4,0
1675,student_32,kc_8,kc_8_probe_2,5,0
1676,student_32,kc_8,kc_8_probe_1,6,0
1677,student_32,kc_8,kc_8_probe_2,7,0
1678,student_32,kc_8,kc_8_probe_1,8,0
1679,student_32,kc_8,kc_8_probe_1,9,1
1680,student_32,kc_8,kc_8_probe_1,10,0
1681,student_32,kc_8,kc_8_probe_1,11,0
1682,student_32,kc_8,kc_8_probe_0,12,0
1683,student_32,kc_8,kc_8_probe_1,13,0
1684,student_32,kc_8,kc_8_probe_2,14,0
1685,student_32,kc_8,kc_8_probe_2,15,0
1686,student_32,kc_8,kc_8_probe_0,16,0
1687,student_32,kc_8,kc_8_probe_2,17,1
1688,student_32,kc_9,kc_9_probe_0,0,1
1689,student_32,kc_9,kc_9_probe_1,1,1
1690,student_32,kc_9,kc_9_probe_2,2,1
1691,student_33,kc_0,kc_0_probe_0,0,1
1692,student_33,kc_0,kc_0_probe_0,1,1
1693,student_33,kc_0,kc_0_probe_1,2,0
1694,student_33,kc_0,kc_0_probe_1,3,0
1695,student_33,kc_0,kc_0_probe_0,4,1
1696,student_33,kc_1,kc_1_probe_2,0,1
1697,student_33,kc_1,kc_1_probe_0,1,1
1698,student_33,kc_1,kc_1_probe_0,2,1
1699,student_33,kc_2,kc_2_probe_0,0,0
1700,student_33,kc_2,kc_2_probe_0,1,1
1701,student_33,kc_2,kc_2_probe_1,2,0
1702,student_33,kc_2,kc_2_probe_1,3,0
1703,student_33,kc_2,kc_2_probe_1,4,0
1704,student_33,kc_2,kc_2_probe_2,5,1
1705,student_33,kc_2,kc_2_probe_0,6,1
1706,student_33,kc_3,kc_3_probe_0,0,0
1707,student_33,kc_3,kc_3_probe_2,1,1
1708,student_33,kc_3,kc_3_probe_2,2,0
1709,student_33,kc_3,kc_3_probe_0,3,0
1710,student_33,kc_3,kc_3_probe_0,4,1
1711,student_33,kc_3,kc_3_probe_2,5,1
1712,student_33,kc_4,kc_4_probe_1,0,0
1713,student_33,kc_4,kc_4_probe_2,1,1
1714,student_33,kc_4,kc_4_probe_1,2,1
1715,student_33,kc_4,kc_4_probe_2,3,1
1716,student_33,kc_5,kc_5_probe_1,0,1
1717,student_33,kc_5,kc_5_probe_0,1,0
1718,student_33,kc_5,kc_5_probe_1,2,0
1719,student_33,kc_5,kc_5_probe_1,3,0
1720,student_33,kc_5,kc_5_probe_2,4,0
1721,student_33,kc_5,kc_5_probe_1,5,0
1722,student_33,kc_5,kc_5_probe_2,6,1
1723,student_33,kc_5,kc_5_probe_2,7,1
1724,student_33,kc_6,kc_6_probe_1,0,0
1725,student_33,kc_6,kc_6_probe_1,1,0
1726,student_33,kc_6,kc_6_probe_0,2,1
1727,student_33,kc_6,kc_6_probe_2,3,1
1728,student_33,kc_6,kc_6_probe_1,4,1
1729,student_33,kc_7,kc_7_probe_1,0,0
1730,student_33,kc_7,kc_7_probe_2,1,1
1731,student_33,kc_7,kc_7_probe_0,2,0
1732,student_33,kc_7,kc_7_probe_0,3,1
1733,student_33,kc_7,kc_7_probe_0,4,1
1734,student_33,kc_8,kc_8_probe_2,0,0
1735,student_33,kc_8,kc_8_probe_1,1,0
1736,student_33,kc_8,kc_8_probe_0,2,0
1737,student_33,kc_8,kc_8_probe_2,3,0
1738,student_33,kc_8,kc_8_probe_1,4,0
1739,student_33,kc_8,kc_8_probe_2,5,0
1740,student_33,kc_8,kc_8_probe_1,6,1
1741,student_33,kc_8,kc_8_probe_2,7,1
1742,student_33,kc_8,kc_8_probe_0,8,1
1743,student_33,kc_9,kc_9_probe_1,0,0
1744,student_33,kc_9,kc_9_probe_2,1,0
1745,student_33,kc_9,kc_9_probe_1,2,1
1746,student_33,kc_9,kc_9_probe_0,3,1
1747,student_33,kc_9,kc_9_probe_0,4,1
1748,student_34,kc_0,kc_0_probe_0,0,0
1749,student_34,kc_0,kc_0_probe_0,1,0
1750,student_34,kc_0,kc_0_probe_1,2,1
1751,student_34,kc_0,kc_0_probe_2,3,1
1752,student_34,kc_0,kc_0_probe_1,4,1
1753,student_34,kc_1,kc_1_probe_2,0,0
1754,student_34,kc_1,kc_1_probe_1,1,1
1755,student_34,kc_1,kc_1_probe_0,2,1
1756,student_34,kc_1,kc_1_probe_0,3,1
1757,student_34,kc_2,kc_2_probe_1,0,1
1758,student_34,kc_2,kc_2_probe_1,1,1
1759,student_34,kc_2,kc_2_probe_2,2,1
1760,student_34,kc_3,kc_3_probe_2,0,0
1761,student_34,kc_3,kc_3_probe_1,1,0
1762,student_34,kc_3,kc_3_probe_1,2,0
1763,student_34,kc_3,kc_3_probe_0,3,1
1764,student_34,kc_3,kc_3_probe_0,4,1
1765,student_34,kc_3,kc_3_probe_0,5,0
1766,student_34,kc_3,kc_3_probe_1,6,1
1767,student_34,kc_4,kc_4_probe_1,0,0
1768,student_34,kc_4,kc_4_probe_2,1,0
1769,student_34,kc_4,kc_4_probe_1,2,0
1770,student_34,kc_4,kc_4_probe_0,3,0
